Bank_Code,Bank_Name,Branch_Code,Branch_Name,Branch_Address,City,Zip_Code,POB,Telephone,Fax,Free_Tel,Handicap_Access,day_closed,Branch_Type,Open_Date,Close_Date,Merge_Bank,Merge_Branch,X_Coordinate,Y_Coordinate
54,בנק ירושלים בע"מ,54,עכו,דרך עכו 192 5964101,קריית ביאליק,2723206,0,076-8095063,,*5727,כן,,רגיל,27/03/1983,,,63,32.842579,35.090566
54,בנק ירושלים בע"מ,62,תרשיחא,דרך עכו 192 5964101,קריית ביאליק,2723206,0,076-8095063,,*5727,כן,,רגיל,11/04/1997,,,63,32.842579,35.090566
54,בנק ירושלים בע"מ,79,אור יהודה,ז'בוטינסקי 9 9214905,בני ברק,5126417,0,076-8095055,,*5727,כן,,רגיל,17/03/1983,,,93,32.083940,34.803940
54,בנק ירושלים בע"מ,93,פתח תקווה,ז'בוטינסקי 9 9214905,בני ברק,5126417,0,076-8095055,,*5727,כן,,רגיל,01/02/1994,,,55,32.083940,34.803940
54,בנק ירושלים בע"מ,61,אשדוד,שדרות ירושלים 12 9446124,חצור-אשדוד,7752305,0,076-8095061,,*5727,כן,יום ו,רגיל,01/02/1994,,,,31.795298,34.640939
54,בנק ירושלים בע"מ,66,אשקלון,שדרות ירושלים 12 9446124,חצור-אשדוד,7752305,0,076-8095061,,*5727,כן,,רגיל,01/02/1994,,,61,31.795298,34.640939
54,בנק ירושלים בע"מ,68,בת ים,הרצל 63 1620702,ראשון לציון,7526724,0,076-8095053,,*5727,כן,,רגיל,11/04/2013,,,53,31.966679,34.802936
54,בנק ירושלים בע"מ,67,חולון,הרצל 63 1620702,ראשון לציון,7526724,0,076-8095053,,*5727,כן,,רגיל,23/11/1997,,,53,31.966679,34.802936
99,בנק ישראל,1,ירושלים,בנק ישראל  קרית בן גוריון,ירושלים,91007,780,,,,כן,יום א,רגיל,01/02/1949,,,,,
10,בנק לאומי לישראל בע"מ,613,קלנסואה,אל קודס 0 ,קלנסווה,4064000,0,03-9545522,,*5522,כן,יום ו,מיוחד,28/03/2016,,,,32.284591,34.985311
10,בנק לאומי לישראל בע"מ,105,שלוחת ביתר עילית,הר"ן 14 ,ביתר עילית,9056514,0,03-9545522,,*5522,כן,יום ו,מיוחד,30/03/2022,,,,31.703890,35.117620
10,בנק לאומי לישראל בע"מ,867,כפר יאסיף,הרחוב הראשי 0 ,כפר יאסיף,2490800,0,03-9545522,,*5522,כן,יום א,מיוחד,16/03/2016,,,,32.955611,35.163290
10,בנק לאומי לישראל בע"מ,885,טירת הכרמל,הרצל 30 המרכז המסחרי,טירת כרמל,3950221,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,32.760778,34.972580
10,בנק לאומי לישראל בע"מ,923,דימונה,המרכז המסחרי 0 ,דימונה,8602527,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,31.069620,35.033680
10,בנק לאומי לישראל בע"מ,895,קרית טבעון,ככר בן גוריון 0 ,קריית טבעון,3606101,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,32.721701,35.129946
10,בנק לאומי לישראל בע"מ,676,אור יהודה,אליהו סעדון קניון קניאור 120 ,אור יהודה,6039706,0,03-9545522,,*5522,כן,יום ו,מיוחד,18/06/1991,,,,32.025680,34.857890
10,בנק לאומי לישראל בע"מ,835,תל מונד,הדקל 52 ,תל מונד,4060052,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,32.253432,34.918276
10,בנק לאומי לישראל בע"מ,706,פרדסיה,הדקל 52 ,תל מונד,4060052,0,03-9545522,,*5522,כן,יום ו,מיוחד,12/10/2010,,,,32.253432,34.918276
10,בנק לאומי לישראל בע"מ,977,בית ג'אן,בכניסה לכפר 0 ,בית ג'ן,2499000,0,03-9545522,,*5522,כן,יום א,מיוחד,18/02/2016,,,,32.965977,35.381352
10,בנק לאומי לישראל בע"מ,984,מעאר,בכניסה לכפר 0 ,מגאר,2012100,0,03-9545522,,*5522,כן,יום א,מיוחד,11/04/2016,,,,32.887011,35.412694
10,בנק לאומי לישראל בע"מ,698,עסקים ספיר,מרכז מסחרי ספיר 0 צומת כוכב יאיר צור יגאל,כוכב יאיר,4486200,0,03-9545522,,*5522,כן,יום ו,מיוחד,12/07/2011,,,,32.220385,34.982082
10,בנק לאומי לישראל בע"מ,862,דיר אל אסד-בענה,מרכז הכפר 0 על כביש בענה דיר אל אסד,בענה,2018800,0,03-9545522,,*5522,כן,יום ו,מיוחד,30/03/2016,,,,32.926969,35.275895
10,בנק לאומי לישראל בע"מ,778,ג'וליס,כניסה לכפר 0 ,ג'ולס,2498000,0,03-9545522,,*5522,כן,יום א,מיוחד,13/04/2016,,10001,867,32.942167,35.176024
10,בנק לאומי לישראל בע"מ,884,עסקים ג'וליס,כניסה לכפר 0 ,ג'ולס,2498000,0,03-9545522,,*5522,כן,יום ו,מיוחד,02/12/2019,,,,32.942482,35.175820
10,בנק לאומי לישראל בע"מ,761,גוש חלב,מרכז הכפר 0 ,ג'ש (גוש חלב),1387200,0,03-9545522,,*5522,כן,יום א,מיוחד,09/03/2016,,,,33.022306,35.446472
10,בנק לאומי לישראל בע"מ,979,דבוריה,"הכביש הראשי, כניסה לכפר 0 ",דבורייה,1691000,0,03-9545522,,*5522,כן,יום ו,מיוחד,23/03/2016,,,,32.6875,35.373283
10,בנק לאומי לישראל בע"מ,981,דאלית אל כרמל-עוספייה,אחד 66 ,דאלית אל-כרמל,3005600,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,32.698147,35.055542
10,בנק לאומי לישראל בע"מ,722,חרפיש,מרכז הכפר 0 ,חורפיש,2515500,0,03-9545522,,*5522,כן,יום א,מיוחד,17/03/2016,,,,33.015205,35.345542
10,בנק לאומי לישראל בע"מ,791,טורעאן,מרכז הכפר 0 ,טורעאן,1695000,0,03-9545522,,*5522,כן,יום א,מיוחד,24/02/2016,,,,32.776962,35.376212
10,בנק לאומי לישראל בע"מ,713,יפיע,כביש ראשי חיפה - נצרת 40 ,יפיע,1695500,0,03-9545522,,*5522,כן,יום א,מיוחד,12/04/2016,,10001,987,32.682491,35.274041
10,בנק לאומי לישראל בע"מ,871,ירכא,גאיה סנטר 0 ככר הרפואה,ירכא,2496700,0,03-9545522,,*5522,כן,יום ו,מיוחד,14/03/2016,,,,32.95484044207960,35.18175826136960
10,בנק לאומי לישראל בע"מ,615,כאבול,הכניסה לכפר 0 ,כאבול,2496300,0,03-9545522,,*5522,כן,יום ו,מיוחד,28/03/2016,,,,32.871091,35.202397
10,בנק לאומי לישראל בע"מ,692,גבעת שמואל,נתניהו 23 גבעת שמואל,גבעת שמואל,5442407,,03-9545522,09-7931127,*5522,כן,יום א,מיוחד,17/07/2008,,10001,843,,
10,בנק לאומי לישראל בע"מ,873,סכנין,כביש ראשי סכנין עראבה 0 ,סח'נין,3081000,0,03-9545522,,*5522,כן,יום ו,מיוחד,24/02/2016,,,,32.860938,35.303266
10,בנק לאומי לישראל בע"מ,920,ככר ציון,יפו 47 ככר ציון,ירושלים,9422604,,03-9545522,077-8083920,*5522,לא,יום א,רגיל,01/02/1949,,,,,
10,בנק לאומי לישראל בע"מ,634,פסגת זאב,"שדרות משה דיין 106 קניון הפסגה, פסגת זאב",ירושלים,9757041,,03-9545522,077-8083634,*5522,כן,יום א,רגיל,18/12/2006,,10001,905,,
10,בנק לאומי לישראל בע"מ,918,מזרח ירושלים,עלי אבן אבו טאלב 3 ,ירושלים,9358931,0,03-9545522,,*5522,כן,יום ו,רגיל,01/02/1949,,,,31.788129,35.229936
10,בנק לאומי לישראל בע"מ,720,טשרניחובסקי,טשרניחובסקי 2 כרמל צרפתי,חיפה,3570102,,03-9545522,077-8083720,*5522,לא,יום א,רגיל,01/02/1949,,,,,
10,בנק לאומי לישראל בע"מ,892,הגליל,הגליל 76 נוה-שאנן,חיפה,3268402,,03-9545522,077-8083892,*5522,לא,יום א,רגיל,01/02/1949,,,,,
10,בנק לאומי לישראל בע"מ,878,הדר,הרצל 33 ,חיפה,3350401,,03-9544555,077-8083878,*5522,כן,יום ו,רגיל,01/02/1949,,,,,
10,בנק לאומי לישראל בע"מ,883,הוואדי,המגינים 53 ,חיפה,3326518,,076-8688333,04-8132322,,לא,יום א,רגיל,30/03/2016,,10001,879,,
10,בנק לאומי לישראל בע"מ,962,נהריה,ויצמן 64 ,נהרייה,2242001,0,03-9545522,,*5522,כן,יום ו,רגיל,01/02/1949,,,,33.006769,35.092681
10,בנק לאומי לישראל בע"מ,966,בית שאן,שאול המלך 81 ,בית שאן,1173691,0,03-9545522,,*5522,כן,יום ו,רגיל,02/01/1949,,,,32.499104,35.498321
10,בנק לאומי לישראל בע"מ,874,קרית ביאליק,שדרות ירושלים 18 ,קריית ביאליק,2703204,,03-9545522,077-8083874,*5522,לא,יום א,רגיל,01/02/1949,,,,,
10,בנק לאומי לישראל בע"מ,810,ככר המושבות,אלנבי 119 ,תל אביב -יפו,6652101,,03-9545522,077-8083810,*5522,כן,יום ו,רגיל,01/02/1949,,,,,
10,בנק לאומי לישראל בע"מ,622,צמרת,נסים אלוני 10 ,תל אביב -יפו,6291924,,03-9545522,077-8083622,*5522,כן,יום א,רגיל,10/01/2011,,,,,
10,בנק לאומי לישראל בע"מ,807,טרומפלדור,בן יהודה 29 ,תל אביב -יפו,6380703,,03-9545522,077-8083807,*5522,כן,יום ו,רגיל,01/02/1949,,10001,,,
10,בנק לאומי לישראל בע"מ,603,ככר המדינה,ה' באייר 76 ,תל אביב -יפו,6495410,,03-9544555,077-8083603,*5522,לא,יום ו,רגיל,01/02/1949,,,,,
10,בנק לאומי לישראל בע"מ,809,היכל התרבות,מרמורק 4 ,תל אביב -יפו,6425404,,03-9545522,077-8083809,*5522,לא,יום ו,רגיל,01/02/1949,,,,,
10,בנק לאומי לישראל בע"מ,708,שחקים,היצירה 3 ,רמת גן,5252141,,03-9545522,077-8083708,*5522,כן,יום ו,רגיל,15/02/2006,,10001,666,,
10,בנק לאומי לישראל בע"מ,852,רמת יצחק,שדרות ירושלים 29-31 ,רמת גן,5238117,,03-9544555,077-8083852,*5522,כן,יום ו,רגיל,01/02/1949,,,,,
10,בנק לאומי לישראל בע"מ,836,שיכון הותיקים,רש"י 33 ,רמת גן,5256045,,03-9544555,077-8083836,*5522,לא,יום א,רגיל,01/02/1949,,,,,
10,בנק לאומי לישראל בע"מ,772,בועיינה נוג'ידאת,מרכז הכפר בועיינה נוג'ידאת 0 ,בועיינה-נוג'ידאת,1692400,,076-8677233,04-6642322,,כן,יום א,רגיל,18/02/2016,,10001,791,,
10,בנק לאומי לישראל בע"מ,934,ראשון לציון מרכז,הרצל 65 ,ראשון לציון,7526725,0,03-9545522,,*5522,כן,יום ו,רגיל,01/02/1949,,,,31.966230,34.802940
10,בנק לאומי לישראל בע"מ,667,אורנית,הערבה 1 ,אורנית,4481300,,03-9545522,077-8083667,*5522,כן,יום א,רגיל,12/06/2006,,,,,
10,בנק לאומי לישראל בע"מ,961,כרמיאל,החרושת 9 מרכז ניצנים,כרמיאל,2165112,0,03-9545522,,*5522,כן,יום ו,רגיל,01/02/1949,,,,32.922149,35.304468
10,בנק לאומי לישראל בע"מ,916,בית שמש,יגאל אלון 6 ,בית שמש,4672566,0,03-9545522,,*5522,כן,יום ו,רגיל,01/02/1949,,,,31.756130,34.987620
10,בנק לאומי לישראל בע"מ,976,קרית שמונה,ככר צה"ל 0 המרכז המסחרי,קריית שמונה,1161105,0,03-9545522,,*5522,כן,יום ו,רגיל,01/02/1949,,,,33.207047,35.569532
10,בנק לאומי לישראל בע"מ,840,נצרת,הגליל 16 ,נצרת,1641116,0,03-9545522,,*5522,כן,יום א,רגיל,17/02/2016,,,,32.705602,35.303809
10,בנק לאומי לישראל בע"מ,617,מרכז אמידים,הגליל 16 ,נצרת,1641116,,076-8661711,077-2631211,,כן,יום א,רגיל,11/04/2016,,,,,
10,בנק לאומי לישראל בע"מ,782,ספאפרה,"כביש הרכס , בניין 5000/15 שכונת ספאפרה 0 ",נצרת,1650400,,076-8678233,04-6026322,,כן,יום א,רגיל,12/04/2016,,10001,840,,
10,בנק לאומי לישראל בע"מ,786,כיכר השבטים,שבט לוי 16 ,אשדוד,7767616,,03-9545522,077-8083786,*5522,כן,יום א,רגיל,31/07/2012,,,,,
10,בנק לאומי לישראל בע"מ,930,רחובות,הרצל 200 ,רחובות,7627005,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,31.899218,34.810393
10,בנק לאומי לישראל בע"מ,799,בנקאות פרטית רחובות,ויצמן 2 צמוד לסניף רחובות/הרצל 2,רחובות,7627005,0,03-9545522,,*5522,כן,יום ו,מיוחד,21/06/2015,,10001,626,31.899218,34.810393
10,בנק לאומי לישראל בע"מ,683,כוכב יאיר,ויצמן 139 ,כפר סבא,4423146,0,03-9545522,,*5522,כן,יום ו,מיוחד,22/02/2001,,,,32.174530,34.912940
10,בנק לאומי לישראל בע"מ,828,עסקים פסגת השרון,הטחנה 1 מגדל מניבים קומה 4,כפר סבא,4453001,0,03-9545522,,*5522,כן,יום ו,מיוחד,12/04/2022,,,,32.1737,34.890080
10,בנק לאומי לישראל בע"מ,714,כפר סבא הירוקה,רפפורט 3 ,כפר סבא,4465141,,076-8671433,077-8082714,*5522,כן,יום א,מיוחד,06/01/2015,,,,,
10,בנק לאומי לישראל בע"מ,946,כפר סבא,ויצמן 139 ,כפר סבא,4423146,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,32.174530,34.912940
10,בנק לאומי לישראל בע"מ,640,מוקד חשבונות ללא קשר,אבא הלל סילבר 3 קרית שירותי בלל,לוד,7129404,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/01/2014,,,,31.963143,34.901649
10,בנק לאומי לישראל בע"מ,281,מרכז החתמת משכנתא קש"ב לוד,יודפת 1 קש"ב לוד,לוד,7129102,0,03-9545522,,*5522,כן,יום ו,מיוחד,25/10/2021,,,,31.961332,34.900407
10,בנק לאומי לישראל בע"מ,938,קריית שדה התעופה,"רחוב הערבה (בית מוטורולה), איירפורט סיטי - ",לוד,7019900,,03-9545522,08-9304355,*5522,כן,יום ו,מיוחד,01/02/1949,,,,,
10,בנק לאומי לישראל בע"מ,937,לוד,שדרות דוד המלך 0 ככר קומנדו,לוד,7136032,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,31.948760,34.891010
10,בנק לאומי לישראל בע"מ,693,עסקים איילון,"רחוב הערבה (בית מוטורולה), איירפורט סיטי 0 אירפורט סיטי",לוד,7019900,0,03-9545522,,*5522,כן,יום ו,מיוחד,14/06/2001,,10001,707,31.987819,34.910324
10,בנק לאומי לישראל בע"מ,800,מרכזי,אבא הלל סילבר 3 קרית שירותי בלל,לוד,7129404,0,03-9545522,,*5522,כן,יום ש,מיוחד,01/02/1949,,,,31.963143,34.901649
10,בנק לאומי לישראל בע"מ,925,עסקים אשקלון,צה"ל 99 בית אביאל קומה 3,אשקלון,7859323,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,31.66207350959660,34.59509071797130
10,בנק לאומי לישראל בע"מ,926,אפרידר אשקלון,הנשיא 3 ,אשקלון,7837802,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,31.673390,34.5680
10,בנק לאומי לישראל בע"מ,960,עכו,החרושת 2 קניון עזריאלי,עכו,2451705,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,32.923420,35.081190
10,בנק לאומי לישראל בע"מ,745,מרכז עסקים העמקים,מנחם בגין 72 קומה 2,עפולה,1871356,0,03-9545522,,*5522,כן,יום ו,מיוחד,25/12/2005,,,,32.602531,35.298222
10,בנק לאומי לישראל בע"מ,672,עסקים עפולה,מנחם בגין 72 קומה 2,עפולה,1871356,0,03-9545522,,*5522,כן,יום ו,מיוחד,10/02/2022,,,,32.602531,35.298222
10,בנק לאומי לישראל בע"מ,965,עפולה,מנחם בגין 72 ,עפולה,1871356,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,32.602531,35.298222
10,בנק לאומי לישראל בע"מ,954,פרדס חנה,שדרות הדקלים 119 ,פרדס חנה-כרכור,3702100,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,32.475930,34.971930
10,בנק לאומי לישראל בע"מ,670,עסקים קרית אריה,ז'בוטינסקי 110 ,פתח תקווה,4959262,,076-8667099,076-8667089,,כן,יום ו,מיוחד,14/09/1994,,,,,
10,בנק לאומי לישראל בע"מ,746,מרכז קופות פתח תקוה,רוטשילד 57 ,פתח תקווה,4947306,0,03-9545522,,*5522,כן,יום ו,מיוחד,14/06/2021,,,,32.089350,34.881040
10,בנק לאומי לישראל בע"מ,940,פתח תקוה,יצחק רבין 1 בנין גלובל טאוורס,פתח תקווה,4925110,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,32.090690,34.862389
10,בנק לאומי לישראל בע"מ,703,כפר גנים,העצמאות 65 ,פתח תקווה,4937999,0,03-9545522,,*5522,כן,יום א,מיוחד,02/09/2010,,10001,940,32.074691,34.869453
10,בנק לאומי לישראל בע"מ,707,מרכז עסקים אפק,סוטין 4 אזור תעשיה סגולה,פתח תקווה,4900738,0,03-9545522,,*5522,כן,יום ו,מיוחד,25/03/1998,,,,32.101931,34.894363
10,בנק לאומי לישראל בע"מ,709,עסקים פתח תקווה,יצחק רבין 1 בנין גלובל טאוורס,פתח תקווה,4925110,0,03-9545522,,*5522,כן,יום ו,מיוחד,07/09/2006,,,,32.090690,34.862389
10,בנק לאומי לישראל בע"מ,975,צפת,הגדוד השלישי 2 ,צפת,1320639,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,32.973390,35.506899
10,בנק לאומי לישראל בע"מ,900,קרית ים,שדרות משה גושן 90 ,קריית מוצקין,2631122,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,32.831744,35.074221
10,בנק לאומי לישראל בע"מ,705,קרית מוצקין,שדרות משה גושן 90 ,קריית מוצקין,2631122,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,32.831744,35.074221
10,בנק לאומי לישראל בע"מ,669,היקב ראשון לציון,זד"ל 7 ,ראשון לציון,7526658,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,31.962764,34.805175
10,בנק לאומי לישראל בע"מ,671,עסקים ראשון לציון,משה לוי 11 אזור תעשיה,ראשון לציון,7565828,0,03-9545522,,*5522,כן,יום ו,מיוחד,28/02/1988,,10001,978,31.989216,34.774159
10,בנק לאומי לישראל בע"מ,678,לאומי וי איי פי,טוליפמן 7 ,ראשון לציון,7536406,0,03-9545522,,*5522,כן,יום ו,מיוחד,15/01/1995,,,,31.983142,34.812685
10,בנק לאומי לישראל בע"מ,637,הבאר,מורשת ישראל 15 קניון הבאר נאות שקמה,ראשון לציון,7575603,,03-9545522,077-8083637,*5522,כן,יום א,מיוחד,26/02/2008,,10001,944,,
10,בנק לאומי לישראל בע"מ,978,מרכז עסקים ראשון,משה לוי 11 בניין UMI קומה 11,ראשון לציון,7565828,0,03-9545522,,*5522,כן,יום ו,מיוחד,22/01/1998,,,,31.989216,34.774159
10,בנק לאומי לישראל בע"מ,944,מערב ראשון,גולדה מאיר 1 ,ראשון לציון,7572001,0,03-9545522,,*5522,כן,יום ו,מיוחד,22/07/1999,,,,31.967680,34.785280
10,בנק לאומי לישראל בע"מ,701,לאומי טוטאל דיגיטל,טוליפמן 7 ,ראשון לציון,7536406,0,03-9545522,,*5522,כן,יום ש,מיוחד,02/12/2012,,,,31.983142,34.812685
10,בנק לאומי לישראל בע"מ,68,מודיעין משכנתאות,צאלון 21 ,מודיעין-מכבים-רעות*,7171515,0,03-9545522,,*5522,כן,יום א,מיוחד,26/01/2021,02/10/2022,10001,680,31.905731,35.016727
10,בנק לאומי לישראל בע"מ,680,מודיעין,הרכבת 2 ,מודיעין-מכבים-רעות*,7178618,0,03-9545522,,*5522,כן,יום ו,מיוחד,18/03/1998,,,,31.902720,35.007280
10,בנק לאומי לישראל בע"מ,691,צאלון,צאלון 21 מודיעין,מודיעין-מכבים-רעות*,7171515,0,03-9545522,,*5522,כן,יום ו,מיוחד,07/07/2008,,10001,680,31.905731,35.016727
10,בנק לאומי לישראל בע"מ,846,כפר קרע,מרכז כפר קרע 0 ,כפר קרע,3007500,0,03-9545522,,*5522,כן,יום ו,מיוחד,22/02/2016,,10001,841,32.507913,35.053467
10,בנק לאומי לישראל בע"מ,435,שלוחת חריש,דרך ארץ 46 ,חריש,3761120,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/06/2022,,,,32.462527,35.043893
10,בנק לאומי לישראל בע"מ,723,אכסאל,רח' ראשי אכסאל 1 ,אכסאל,1692000,0,03-9545522,,*5522,כן,יום א,מיוחד,29/03/2016,,10001,979,32.682078,35.319864
10,בנק לאומי לישראל בע"מ,704,באר יעקב,אפרים קישון 9 מרכז אלמוג תלמי מנשה,באר יעקב,7031717,,03-9545522,077-8083704,*5522,כן,יום א,מיוחד,07/09/2010,,10001,933,,
10,בנק לאומי לישראל בע"מ,639,עסקים קיסריה,תרשיש 5 אזור תעשיה קיסריה,קיסריה,3088900,0,03-9545522,,*5522,כן,יום ו,מיוחד,20/11/2000,,10001,876,32.484065,34.947708
10,בנק לאומי לישראל בע"מ,972,נוף הגליל,מנחם אריאב 18 קניון מול הרים,נוף הגליל                ,1767201,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,32.7041,35.317980
10,בנק לאומי לישראל בע"מ,641,מעלות,דרך האלוף עוזי נרקיס 1 ,מעלות-תרשיחא,2102500,0,03-9545522,,*5522,כן,יום ו,מיוחד,12/05/2009,,,,33.019112,35.282693
10,בנק לאומי לישראל בע"מ,973,מעלות תרשיחא,דרך האלוף עוזי נרקיס 1 ,מעלות-תרשיחא,2102500,0,03-9545522,,*5522,כן,יום ו,מיוחד,16/03/2016,,,,33.019112,35.282693
10,בנק לאומי לישראל בע"מ,928,גדרה,הבילויים 30 ,גדרה,7040204,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,31.815324,34.774211
10,בנק לאומי לישראל בע"מ,758,ערד,חן 4 המרכז המסחרי,ערד,8903110,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,31.260270,35.215370
10,בנק לאומי לישראל בע"מ,999,אילת,שד' התמרים 0 מרכז מסחרי,אילת,8801406,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,29.555322,34.952699
10,בנק לאומי לישראל בע"מ,164,שלוחת רמת בית שמש,נחל זהר 3 ,בית שמש,9909603,0,03-9545522,,*5522,כן,יום ו,מיוחד,05/05/2008,09/01/2024,10001,674,31.714306,34.987941
10,בנק לאומי לישראל בע"מ,958,הרצליה פתוח,ככר דה שליט - ,הרצלייה,4664131,,03-9545522,077-8083958,*5522,לא,יום א,רגיל,01/02/1949,,10001,844,,
10,בנק לאומי לישראל בע"מ,953,חדרה,התרנ"א 20 מתחם ויוה סנטר,חדרה,3822726,0,03-9545522,,*5522,כן,יום ו,רגיל,01/02/1949,,,,32.433782,34.925249
10,בנק לאומי לישראל בע"מ,657,קרית שרת,"קרן היסוד 1 מרכז מסחרי, קרית שרת",חולון,5848922,,03-9545522,077-8083657,*5522,כן,יום ו,רגיל,01/02/1949,,,,,
10,בנק לאומי לישראל בע"מ,970,טבריה,הרב חיים סמאג'א 12 ,טבריה,1420163,0,03-9545522,,*5522,כן,יום ו,רגיל,01/02/1949,,,,32.787298,35.537930
10,בנק לאומי לישראל בע"מ,897,קרית אתא,העצמאות 66 ,קריית אתא,2821904,0,03-9545522,,*5522,כן,יום ו,רגיל,01/02/1949,,,,32.806930,35.104388
10,בנק לאומי לישראל בע"מ,795,פקיעין,כביש ראשי כיכר פקיעין מערבי 0 ,פקיעין (בוקייעה),2491400,0,03-9545522,,*5522,כן,יום א,מיוחד,14/03/2016,,,,32.981616,35.329256
10,בנק לאומי לישראל בע"מ,945,ראמה,כביש ראמה-סאג'ור 0 ,ראמה,3005500,0,03-9545522,,*5522,כן,יום א,מיוחד,22/03/2016,,,,32.934904,35.366850
10,בנק לאומי לישראל בע"מ,995,פרדיס,הרחוב הראשי 0 ,פוריידיס,3089800,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,32.595736,34.949496
10,בנק לאומי לישראל בע"מ,796,ריינה - משהד,כביש ראשי 0 ,ריינה,1694000,0,03-9545522,,*5522,כן,יום א,מיוחד,21/01/2016,,10001,840,32.727824,35.3212
10,בנק לאומי לישראל בע"מ,757,ג'לג'וליה,הרחוב הראשי 5333 60 ,ג'לג'וליה,4585000,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,32.152286,34.956898
10,בנק לאומי לישראל בע"מ,787,ג'ת,אלשאפעי - פינת ביר אלבום 0 ,ג'ת,3009100,0,03-9545522,,*5522,כן,יום ו,מיוחד,21/03/2016,,10001,983,32.396087,35.035430
10,בנק לאומי לישראל בע"מ,652,כפר קאסם,עלי בן אבו טאלב 0 עלי בן אבו טאלב פינת חאלד בן אל ואליד,כפר קאסם,4881000,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,32.114160,34.968120
10,בנק לאומי לישראל בע"מ,906,עסקים עירון,הרחוב הראשי 0 ,ערערה,3002600,0,03-9545522,,*5522,כן,יום ו,מיוחד,24/12/2020,,,,32.500191,35.088830
10,בנק לאומי לישראל בע"מ,841,כפר ערערה,הרחוב הראשי 0 ,ערערה,3002600,0,03-9545522,,*5522,כן,יום ו,מיוחד,22/03/2016,,,,32.500191,35.088830
10,בנק לאומי לישראל בע"מ,882,נווה שאנן,גלבוע 36 ,חיפה,3271101,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,32.782410,35.015370
10,בנק לאומי לישראל בע"מ,891,הכרמל,שדרות הנשיא 123 הר הכרמל,חיפה,3463411,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,32.804110,34.987690
10,בנק לאומי לישראל בע"מ,702,עסקים מבואות חיפה,פלימן 4 בנכס סניף קניון חיפה לשעבר,חיפה,3508416,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,32.789830,34.963770
10,בנק לאומי לישראל בע"מ,715,בנקאות פרטית חורב,חורב 14 אחוזה,חיפה,3434120,0,03-9545522,,*5522,כן,יום ו,מיוחד,27/05/2015,,10001,685,32.785274,34.985881
10,בנק לאומי לישראל בע"מ,716,שלוחת קניון חיפה,פלימן 4 ,חיפה,3508416,0,03-9545522,,*5522,כן,יום ו,מיוחד,09/11/1997,,10001,702,32.790427,34.963717
10,בנק לאומי לישראל בע"מ,752,מעלה אדומים,קדם 5 קניון מעלה אדומים (קומה 3),מעלה אדומים,9845203,0,03-9545522,,*5522,כן,יום ו,מיוחד,21/09/1983,,,,31.771640,35.298830
10,בנק לאומי לישראל בע"מ,263,משכנתאות קרני שומרון,הגפן 1 ,קרני שומרון,4487856,,076-8038181,,*3200,כן,יום ו,מיוחד,24/12/2024,,,,32.170620,35.0841
10,בנק לאומי לישראל בע"מ,956,זכרון יעקב,הנדיב 11 ,זכרון יעקב,3091112,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,32.5743,34.953440
10,בנק לאומי לישראל בע"מ,837,יהוד,דרך העצמאות 54 ,יהוד-מונוסון,5636001,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,32.028098,34.891124
